Method,Effective_date,Trigger_date,Seed,N,Applied_end,Year
Triggers_only,2016-06-24,2016-06-23,965409,1,2016-06-24,2016
Triggers_only,2016-06-27,2016-06-24,965409,1,2016-06-27,2016
Triggers_only,2016-06-28,2016-06-27,965409,1,2016-06-28,2016
Triggers_only,2016-06-29,2016-06-28,965409,1,2016-06-29,2016
Triggers_only,2016-06-30,2016-06-29,965409,1,2016-06-30,2016
Triggers_only,2016-07-01,2016-06-30,965409,1,2016-07-01,2016
Triggers_only,2016-07-04,2016-07-01,965409,1,2016-07-04,2016
Triggers_only,2016-07-05,2016-07-04,965409,2,2016-07-06,2016
Triggers_only,2016-07-07,2016-07-06,965409,1,2016-07-07,2016
Triggers_only,2016-07-08,2016-07-07,785634,1,2016-07-08,2016
Triggers_only,2016-07-11,2016-07-08,785634,1,2016-07-11,2016
Triggers_only,2016-07-12,2016-07-11,785634,1,2016-07-12,2016
Triggers_only,2016-07-13,2016-07-12,785634,4,2016-07-18,2016
Triggers_only,2016-07-19,2016-07-18,785634,1,2016-07-19,2016
Triggers_only,2016-07-20,2016-07-19,785634,2,2016-07-21,2016
Triggers_only,2016-07-22,2016-07-21,785634,24,2016-08-24,2016
Triggers_only,2016-08-25,2016-08-24,785634,5,2016-08-31,2016
Triggers_only,2016-09-01,2016-08-31,785634,17,2016-09-22,2016
Triggers_only,2016-09-23,2016-09-22,785634,3,2016-09-27,2016
Triggers_only,2016-09-28,2016-09-27,785634,4,2016-10-03,2016
Triggers_only,2016-10-04,2016-10-03,785634,9,2016-10-12,2016
Triggers_only,2016-10-13,2016-10-12,965409,2,2016-10-14,2016
Triggers_only,2016-10-17,2016-10-14,965409,2,2016-10-18,2016
Triggers_only,2016-10-19,2016-10-18,965409,3,2016-10-21,2016
Triggers_only,2016-10-24,2016-10-21,965409,1,2016-10-24,2016
Triggers_only,2016-10-25,2016-10-24,965409,6,2016-11-01,2016
Triggers_only,2016-11-02,2016-11-01,965409,1,2016-11-02,2016
Triggers_only,2016-11-03,2016-11-02,965409,1,2016-11-03,2016
Triggers_only,2016-11-04,2016-11-03,965409,3,2016-11-08,2016
Triggers_only,2016-11-09,2016-11-08,965409,1,2016-11-09,2016
Triggers_only,2016-11-10,2016-11-09,965409,2,2016-11-11,2016
Triggers_only,2016-11-14,2016-11-11,965409,1,2016-11-14,2016
Triggers_only,2016-11-15,2016-11-14,965409,2,2016-11-16,2016
Triggers_only,2016-11-17,2016-11-16,965409,5,2016-11-23,2016
Triggers_only,2016-11-24,2016-11-23,965409,3,2016-11-28,2016
Triggers_only,2016-11-29,2016-11-28,965409,3,2016-12-01,2016
Triggers_only,2016-12-02,2016-12-01,965409,1,2016-12-02,2016
Triggers_only,2016-12-05,2016-12-02,965409,1,2016-12-05,2016
Triggers_only,2016-12-06,2016-12-05,965409,2,2016-12-07,2016
Triggers_only,2016-12-08,2016-12-07,965409,6,2016-12-15,2016
Triggers_only,2016-12-16,2016-12-15,965409,2,2016-12-19,2016
Triggers_only,2016-12-20,2016-12-19,965409,5,2016-12-26,2016
Triggers_only,2016-12-27,2016-12-26,965409,2,2016-12-28,2016
Triggers_only,2016-12-29,2016-12-28,965409,2,2016-12-30,2016
Triggers_only,2016-12-31,2016-12-30,965409,1,2016-12-31,2016
Features_and_triggers,2016-01-01,,741131,1,2016-01-01,2016
Features_and_triggers,2016-01-04,2016-01-01,640934,3,2016-01-06,2016
Features_and_triggers,2016-01-07,2016-01-06,640934,1,2016-01-07,2016
Features_and_triggers,2016-01-08,2016-01-07,640934,1,2016-01-08,2016
Features_and_triggers,2016-01-11,2016-01-08,640934,7,2016-01-19,2016
Features_and_triggers,2016-01-20,2016-01-19,640934,2,2016-01-21,2016
Features_and_triggers,2016-01-22,2016-01-21,565766,1,2016-01-22,2016
Features_and_triggers,2016-01-25,2016-01-22,565766,2,2016-01-26,2016
Features_and_triggers,2016-01-27,2016-01-26,565766,5,2016-02-02,2016
Features_and_triggers,2016-02-03,2016-02-02,565766,1,2016-02-03,2016
Features_and_triggers,2016-02-04,2016-02-03,565766,3,2016-02-06,2016
Features_and_triggers,2016-02-08,2016-02-06,565766,1,2016-02-08,2016
Features_and_triggers,2016-02-09,2016-02-08,565766,4,2016-02-12,2016
Features_and_triggers,2016-02-14,2016-02-12,565766,7,2016-02-22,2016
Features_and_triggers,2016-02-23,2016-02-22,565766,2,2016-02-24,2016
Features_and_triggers,2016-02-25,2016-02-24,565766,2,2016-02-26,2016
Features_and_triggers,2016-02-29,2016-02-26,565766,1,2016-02-29,2016
Features_and_triggers,2016-03-01,2016-02-29,565766,1,2016-03-01,2016
Features_and_triggers,2016-03-02,2016-03-01,565766,3,2016-03-04,2016
Features_and_triggers,2016-03-07,2016-03-04,565766,1,2016-03-07,2016
Features_and_triggers,2016-03-08,2016-03-07,565766,1,2016-03-08,2016
Features_and_triggers,2016-03-09,2016-03-08,550343,6,2016-03-16,2016
Features_and_triggers,2016-03-17,2016-03-16,550343,1,2016-03-17,2016
Features_and_triggers,2016-03-18,2016-03-17,550343,2,2016-03-21,2016
Features_and_triggers,2016-03-22,2016-03-21,550343,2,2016-03-23,2016
Features_and_triggers,2016-03-24,2016-03-23,385735,1,2016-03-24,2016
Features_and_triggers,2016-03-25,2016-03-24,550343,6,2016-04-01,2016
Features_and_triggers,2016-04-04,2016-04-01,550343,7,2016-04-12,2016
Features_and_triggers,2016-04-13,2016-04-12,640934,6,2016-04-20,2016
Features_and_triggers,2016-04-21,2016-04-20,640934,4,2016-04-26,2016
Features_and_triggers,2016-04-27,2016-04-26,640934,3,2016-04-29,2016
Features_and_triggers,2016-05-02,2016-04-29,965409,2,2016-05-03,2016
Features_and_triggers,2016-05-04,2016-05-03,965409,1,2016-05-04,2016
Features_and_triggers,2016-05-05,2016-05-04,741131,3,2016-05-09,2016
Features_and_triggers,2016-05-10,2016-05-09,965409,11,2016-05-24,2016
Features_and_triggers,2016-05-25,2016-05-24,785634,1,2016-05-25,2016
Features_and_triggers,2016-05-26,2016-05-25,965409,7,2016-06-03,2016
Features_and_triggers,2016-06-06,2016-06-03,965409,4,2016-06-09,2016
Features_and_triggers,2016-06-10,2016-06-09,965409,8,2016-06-20,2016
Features_and_triggers,2016-06-21,2016-06-20,965409,3,2016-06-23,2016
Features_and_triggers,2016-06-24,2016-06-23,965409,1,2016-06-24,2016
Features_and_triggers,2016-06-27,2016-06-24,965409,1,2016-06-27,2016
Features_and_triggers,2016-06-28,2016-06-27,965409,1,2016-06-28,2016
Features_and_triggers,2016-06-29,2016-06-28,965409,1,2016-06-29,2016
Features_and_triggers,2016-06-30,2016-06-29,965409,1,2016-06-30,2016
Features_and_triggers,2016-07-01,2016-06-30,965409,1,2016-07-01,2016
Features_and_triggers,2016-07-04,2016-07-01,965409,1,2016-07-04,2016
Features_and_triggers,2016-07-05,2016-07-04,965409,2,2016-07-06,2016
Features_and_triggers,2016-07-07,2016-07-06,965409,1,2016-07-07,2016
Features_and_triggers,2016-07-08,2016-07-07,785634,1,2016-07-08,2016
Features_and_triggers,2016-07-11,2016-07-08,785634,1,2016-07-11,2016
Features_and_triggers,2016-07-12,2016-07-11,785634,1,2016-07-12,2016
Features_and_triggers,2016-07-13,2016-07-12,785634,4,2016-07-18,2016
Features_and_triggers,2016-07-19,2016-07-18,785634,1,2016-07-19,2016
Features_and_triggers,2016-07-20,2016-07-19,785634,2,2016-07-21,2016
Features_and_triggers,2016-07-22,2016-07-21,785634,24,2016-08-24,2016
Features_and_triggers,2016-08-25,2016-08-24,785634,5,2016-08-31,2016
Features_and_triggers,2016-09-01,2016-08-31,785634,17,2016-09-22,2016
Features_and_triggers,2016-09-23,2016-09-22,785634,3,2016-09-27,2016
Features_and_triggers,2016-09-28,2016-09-27,785634,4,2016-10-03,2016
Features_and_triggers,2016-10-04,2016-10-03,785634,9,2016-10-12,2016
Features_and_triggers,2016-10-13,2016-10-12,965409,2,2016-10-14,2016
Features_and_triggers,2016-10-17,2016-10-14,965409,2,2016-10-18,2016
Features_and_triggers,2016-10-19,2016-10-18,965409,3,2016-10-21,2016
Features_and_triggers,2016-10-24,2016-10-21,965409,1,2016-10-24,2016
Features_and_triggers,2016-10-25,2016-10-24,965409,6,2016-11-01,2016
Features_and_triggers,2016-11-02,2016-11-01,965409,1,2016-11-02,2016
Features_and_triggers,2016-11-03,2016-11-02,965409,1,2016-11-03,2016
Features_and_triggers,2016-11-04,2016-11-03,965409,3,2016-11-08,2016
Features_and_triggers,2016-11-09,2016-11-08,965409,1,2016-11-09,2016
Features_and_triggers,2016-11-10,2016-11-09,965409,2,2016-11-11,2016
Features_and_triggers,2016-11-14,2016-11-11,965409,1,2016-11-14,2016
Features_and_triggers,2016-11-15,2016-11-14,965409,2,2016-11-16,2016
Features_and_triggers,2016-11-17,2016-11-16,965409,5,2016-11-23,2016
Features_and_triggers,2016-11-24,2016-11-23,965409,3,2016-11-28,2016
Features_and_triggers,2016-11-29,2016-11-28,965409,3,2016-12-01,2016
Features_and_triggers,2016-12-02,2016-12-01,965409,1,2016-12-02,2016
Features_and_triggers,2016-12-05,2016-12-02,965409,1,2016-12-05,2016
Features_and_triggers,2016-12-06,2016-12-05,965409,2,2016-12-07,2016
Features_and_triggers,2016-12-08,2016-12-07,965409,6,2016-12-15,2016
Features_and_triggers,2016-12-16,2016-12-15,965409,2,2016-12-19,2016
Features_and_triggers,2016-12-20,2016-12-19,965409,5,2016-12-26,2016
Features_and_triggers,2016-12-27,2016-12-26,965409,2,2016-12-28,2016
Features_and_triggers,2016-12-29,2016-12-28,965409,2,2016-12-30,2016
Features_and_triggers,2016-12-31,2016-12-30,965409,1,2016-12-31,2016
Features_only,2017-01-02,,965409,7,2017-01-10,2017
Features_only,2017-01-11,2017-01-10,385735,1,2017-01-11,2017
Features_only,2017-01-12,2017-01-11,385735,5,2017-01-18,2017
Features_only,2017-01-19,2017-01-18,385735,1,2017-01-19,2017
Features_only,2017-01-20,2017-01-19,550343,4,2017-01-24,2017
Features_only,2017-01-25,2017-01-24,385735,2,2017-01-26,2017
Features_only,2017-01-27,2017-01-26,550343,3,2017-01-31,2017
Features_only,2017-02-01,2017-01-31,550343,1,2017-02-01,2017
Features_only,2017-02-02,2017-02-01,550343,8,2017-02-10,2017
Features_only,2017-02-13,2017-02-10,565766,2,2017-02-14,2017
Features_only,2017-02-15,2017-02-14,550343,15,2017-03-07,2017
Features_only,2017-03-08,2017-03-07,374583,4,2017-03-13,2017
Features_only,2017-03-14,2017-03-13,565766,23,2017-04-12,2017
Features_only,2017-04-13,2017-04-12,565766,1,2017-04-13,2017
Features_only,2017-04-14,2017-04-13,42716,3,2017-04-18,2017
Features_only,2017-04-19,2017-04-18,565766,2,2017-04-20,2017
Features_only,2017-04-21,2017-04-20,42716,10,2017-05-04,2017
Features_only,2017-05-05,2017-05-04,42716,5,2017-05-11,2017
Features_only,2017-05-12,2017-05-11,42716,36,2017-06-29,2017
Features_only,2017-06-30,2017-06-29,42716,2,2017-07-03,2017
Features_only,2017-07-04,2017-07-03,42716,1,2017-07-04,2017
Features_only,2017-07-05,2017-07-04,42716,15,2017-07-25,2017
Features_only,2017-07-26,2017-07-25,42716,12,2017-08-10,2017
Features_only,2017-08-11,2017-08-10,42716,1,2017-08-11,2017
Features_only,2017-08-14,2017-08-11,42716,1,2017-08-14,2017
Features_only,2017-08-15,2017-08-14,42716,2,2017-08-16,2017
Features_only,2017-08-17,2017-08-16,42716,1,2017-08-17,2017
Features_only,2017-08-18,2017-08-17,42716,5,2017-08-24,2017
Features_only,2017-08-25,2017-08-24,42716,7,2017-09-04,2017
Features_only,2017-09-05,2017-09-04,42716,2,2017-09-06,2017
Features_only,2017-09-07,2017-09-06,42716,1,2017-09-07,2017
Features_only,2017-09-08,2017-09-07,42716,1,2017-09-08,2017
Features_only,2017-09-11,2017-09-08,42716,1,2017-09-11,2017
Features_only,2017-09-12,2017-09-11,42716,3,2017-09-14,2017
Features_only,2017-09-15,2017-09-14,42716,2,2017-09-18,2017
Features_only,2017-09-19,2017-09-18,42716,3,2017-09-21,2017
Features_only,2017-09-22,2017-09-21,42716,4,2017-09-27,2017
Features_only,2017-09-28,2017-09-27,42716,11,2017-10-11,2017
Features_only,2017-10-12,2017-10-11,42716,10,2017-10-25,2017
Features_only,2017-10-26,2017-10-25,42716,29,2017-12-05,2017
Features_only,2017-12-06,2017-12-05,785634,4,2017-12-11,2017
Features_only,2017-12-12,2017-12-11,785634,7,2017-12-20,2017
Features_only,2017-12-21,2017-12-20,374583,7,2017-12-29,2017
Features_only,2017-12-30,2017-12-29,965409,2,2017-12-31,2017
Triggers_only,2017-01-02,,965409,7,2017-01-10,2017
Triggers_only,2017-01-11,2017-01-10,385735,1,2017-01-11,2017
Triggers_only,2017-01-12,2017-01-11,385735,5,2017-01-18,2017
Triggers_only,2017-01-19,2017-01-18,385735,1,2017-01-19,2017
Triggers_only,2017-01-20,2017-01-19,550343,4,2017-01-24,2017
Triggers_only,2017-01-25,2017-01-24,385735,2,2017-01-26,2017
Triggers_only,2017-01-27,2017-01-26,550343,3,2017-01-31,2017
Triggers_only,2017-02-01,2017-01-31,550343,1,2017-02-01,2017
Triggers_only,2017-02-02,2017-02-01,550343,8,2017-02-10,2017
Triggers_only,2017-02-13,2017-02-10,565766,2,2017-02-14,2017
Triggers_only,2017-02-15,2017-02-14,550343,15,2017-03-07,2017
Triggers_only,2017-03-08,2017-03-07,374583,4,2017-03-13,2017
Triggers_only,2017-03-14,2017-03-13,565766,23,2017-04-12,2017
Triggers_only,2017-04-13,2017-04-12,565766,1,2017-04-13,2017
Triggers_only,2017-04-14,2017-04-13,42716,3,2017-04-18,2017
Triggers_only,2017-04-19,2017-04-18,565766,2,2017-04-20,2017
Triggers_only,2017-04-21,2017-04-20,42716,10,2017-05-04,2017
Triggers_only,2017-05-05,2017-05-04,42716,5,2017-05-11,2017
Triggers_only,2017-05-12,2017-05-11,42716,36,2017-06-29,2017
Triggers_only,2017-06-30,2017-06-29,42716,2,2017-07-03,2017
Triggers_only,2017-07-04,2017-07-03,42716,1,2017-07-04,2017
Triggers_only,2017-07-05,2017-07-04,42716,15,2017-07-25,2017
Triggers_only,2017-07-26,2017-07-25,42716,12,2017-08-10,2017
Triggers_only,2017-08-11,2017-08-10,42716,1,2017-08-11,2017
Triggers_only,2017-08-14,2017-08-11,42716,1,2017-08-14,2017
Triggers_only,2017-08-15,2017-08-14,42716,2,2017-08-16,2017
Triggers_only,2017-08-17,2017-08-16,42716,1,2017-08-17,2017
Triggers_only,2017-08-18,2017-08-17,42716,5,2017-08-24,2017
Triggers_only,2017-08-25,2017-08-24,42716,7,2017-09-04,2017
Triggers_only,2017-09-05,2017-09-04,42716,2,2017-09-06,2017
Triggers_only,2017-09-07,2017-09-06,42716,1,2017-09-07,2017
Triggers_only,2017-09-08,2017-09-07,42716,1,2017-09-08,2017
Triggers_only,2017-09-11,2017-09-08,42716,1,2017-09-11,2017
Triggers_only,2017-09-12,2017-09-11,42716,3,2017-09-14,2017
Triggers_only,2017-09-15,2017-09-14,42716,2,2017-09-18,2017
Triggers_only,2017-09-19,2017-09-18,42716,3,2017-09-21,2017
Triggers_only,2017-09-22,2017-09-21,42716,4,2017-09-27,2017
Triggers_only,2017-09-28,2017-09-27,42716,11,2017-10-11,2017
Triggers_only,2017-10-12,2017-10-11,42716,10,2017-10-25,2017
Triggers_only,2017-10-26,2017-10-25,42716,29,2017-12-05,2017
Triggers_only,2017-12-06,2017-12-05,785634,4,2017-12-11,2017
Triggers_only,2017-12-12,2017-12-11,785634,7,2017-12-20,2017
Triggers_only,2017-12-21,2017-12-20,374583,7,2017-12-29,2017
Triggers_only,2017-12-30,2017-12-29,965409,2,2017-12-31,2017
Features_and_triggers,2017-01-02,,965409,7,2017-01-10,2017
Features_and_triggers,2017-01-11,2017-01-10,385735,1,2017-01-11,2017
Features_and_triggers,2017-01-12,2017-01-11,385735,5,2017-01-18,2017
Features_and_triggers,2017-01-19,2017-01-18,385735,1,2017-01-19,2017
Features_and_triggers,2017-01-20,2017-01-19,550343,4,2017-01-24,2017
Features_and_triggers,2017-01-25,2017-01-24,385735,2,2017-01-26,2017
Features_and_triggers,2017-01-27,2017-01-26,550343,3,2017-01-31,2017
Features_and_triggers,2017-02-01,2017-01-31,550343,1,2017-02-01,2017
Features_and_triggers,2017-02-02,2017-02-01,550343,8,2017-02-10,2017
Features_and_triggers,2017-02-13,2017-02-10,565766,2,2017-02-14,2017
Features_and_triggers,2017-02-15,2017-02-14,550343,15,2017-03-07,2017
Features_and_triggers,2017-03-08,2017-03-07,374583,4,2017-03-13,2017
Features_and_triggers,2017-03-14,2017-03-13,565766,23,2017-04-12,2017
Features_and_triggers,2017-04-13,2017-04-12,565766,1,2017-04-13,2017
Features_and_triggers,2017-04-14,2017-04-13,42716,3,2017-04-18,2017
Features_and_triggers,2017-04-19,2017-04-18,565766,2,2017-04-20,2017
Features_and_triggers,2017-04-21,2017-04-20,42716,10,2017-05-04,2017
Features_and_triggers,2017-05-05,2017-05-04,42716,5,2017-05-11,2017
Features_and_triggers,2017-05-12,2017-05-11,42716,36,2017-06-29,2017
Features_and_triggers,2017-06-30,2017-06-29,42716,2,2017-07-03,2017
Features_and_triggers,2017-07-04,2017-07-03,42716,1,2017-07-04,2017
Features_and_triggers,2017-07-05,2017-07-04,42716,15,2017-07-25,2017
Features_and_triggers,2017-07-26,2017-07-25,42716,12,2017-08-10,2017
Features_and_triggers,2017-08-11,2017-08-10,42716,1,2017-08-11,2017
Features_and_triggers,2017-08-14,2017-08-11,42716,1,2017-08-14,2017
Features_and_triggers,2017-08-15,2017-08-14,42716,2,2017-08-16,2017
Features_and_triggers,2017-08-17,2017-08-16,42716,1,2017-08-17,2017
Features_and_triggers,2017-08-18,2017-08-17,42716,5,2017-08-24,2017
Features_and_triggers,2017-08-25,2017-08-24,42716,7,2017-09-04,2017
Features_and_triggers,2017-09-05,2017-09-04,42716,2,2017-09-06,2017
Features_and_triggers,2017-09-07,2017-09-06,42716,1,2017-09-07,2017
Features_and_triggers,2017-09-08,2017-09-07,42716,1,2017-09-08,2017
Features_and_triggers,2017-09-11,2017-09-08,42716,1,2017-09-11,2017
Features_and_triggers,2017-09-12,2017-09-11,42716,3,2017-09-14,2017
Features_and_triggers,2017-09-15,2017-09-14,42716,2,2017-09-18,2017
Features_and_triggers,2017-09-19,2017-09-18,42716,3,2017-09-21,2017
Features_and_triggers,2017-09-22,2017-09-21,42716,4,2017-09-27,2017
Features_and_triggers,2017-09-28,2017-09-27,42716,11,2017-10-11,2017
Features_and_triggers,2017-10-12,2017-10-11,42716,10,2017-10-25,2017
Features_and_triggers,2017-10-26,2017-10-25,42716,29,2017-12-05,2017
Features_and_triggers,2017-12-06,2017-12-05,785634,4,2017-12-11,2017
Features_and_triggers,2017-12-12,2017-12-11,785634,7,2017-12-20,2017
Features_and_triggers,2017-12-21,2017-12-20,374583,7,2017-12-29,2017
Features_and_triggers,2017-12-30,2017-12-29,965409,2,2017-12-31,2017
Features_only,2018-01-01,,965409,2,2018-01-02,2018
Features_only,2018-01-03,2018-01-02,965409,15,2018-01-23,2018
Features_only,2018-01-24,2018-01-23,374583,1,2018-01-24,2018
Features_only,2018-01-25,2018-01-24,374583,10,2018-02-07,2018
Features_only,2018-02-08,2018-02-07,42716,3,2018-02-11,2018
Features_only,2018-02-12,2018-02-11,42716,20,2018-03-08,2018
Features_only,2018-03-09,2018-03-08,798291,1,2018-03-09,2018
Features_only,2018-03-12,2018-03-09,385735,7,2018-03-20,2018
Features_only,2018-03-21,2018-03-20,385735,1,2018-03-21,2018
Features_only,2018-03-22,2018-03-21,42716,1,2018-03-22,2018
Features_only,2018-03-23,2018-03-22,42716,3,2018-03-27,2018
Features_only,2018-03-28,2018-03-27,385735,17,2018-04-18,2018
Features_only,2018-04-19,2018-04-18,385735,1,2018-04-19,2018
Features_only,2018-04-20,2018-04-19,385735,34,2018-06-05,2018
Features_only,2018-06-06,2018-06-05,385735,7,2018-06-14,2018
Features_only,2018-06-15,2018-06-14,385735,3,2018-06-19,2018
Features_only,2018-06-20,2018-06-19,385735,25,2018-07-24,2018
Features_only,2018-07-25,2018-07-24,385735,16,2018-08-15,2018
Features_only,2018-08-16,2018-08-15,374583,1,2018-08-16,2018
Features_only,2018-08-17,2018-08-16,374583,2,2018-08-20,2018
Features_only,2018-08-21,2018-08-20,374583,10,2018-09-03,2018
Features_only,2018-09-04,2018-09-03,550343,2,2018-09-05,2018
Features_only,2018-09-06,2018-09-05,965409,12,2018-09-21,2018
Features_only,2018-09-24,2018-09-21,785634,6,2018-09-29,2018
Features_only,2018-09-30,2018-09-29,785634,4,2018-10-03,2018
Features_only,2018-10-04,2018-10-03,741131,1,2018-10-04,2018
Features_only,2018-10-05,2018-10-04,741131,18,2018-10-30,2018
Features_only,2018-10-31,2018-10-30,741131,2,2018-11-01,2018
Features_only,2018-11-02,2018-11-01,741131,33,2018-12-18,2018
Features_only,2018-12-19,2018-12-18,374583,1,2018-12-19,2018
Features_only,2018-12-20,2018-12-19,374583,8,2018-12-29,2018
Features_only,2018-12-30,2018-12-29,374583,1,2018-12-30,2018
Features_only,2018-12-31,2018-12-30,374583,1,2018-12-31,2018
Triggers_only,2018-01-01,,965409,2,2018-01-02,2018
Triggers_only,2018-01-03,2018-01-02,965409,15,2018-01-23,2018
Triggers_only,2018-01-24,2018-01-23,374583,1,2018-01-24,2018
Triggers_only,2018-01-25,2018-01-24,374583,10,2018-02-07,2018
Triggers_only,2018-02-08,2018-02-07,42716,2,2018-02-09,2018
Triggers_only,2018-02-11,2018-02-09,42716,1,2018-02-11,2018
Triggers_only,2018-02-12,2018-02-11,42716,3,2018-02-14,2018
Triggers_only,2018-02-15,2018-02-14,798291,17,2018-03-08,2018
Triggers_only,2018-03-09,2018-03-08,798291,1,2018-03-09,2018
Triggers_only,2018-03-12,2018-03-09,385735,7,2018-03-20,2018
Triggers_only,2018-03-21,2018-03-20,385735,1,2018-03-21,2018
Triggers_only,2018-03-22,2018-03-21,42716,1,2018-03-22,2018
Triggers_only,2018-03-23,2018-03-22,42716,3,2018-03-27,2018
Triggers_only,2018-03-28,2018-03-27,385735,17,2018-04-18,2018
Triggers_only,2018-04-19,2018-04-18,385735,1,2018-04-19,2018
Triggers_only,2018-04-20,2018-04-19,385735,34,2018-06-05,2018
Triggers_only,2018-06-06,2018-06-05,385735,7,2018-06-14,2018
Triggers_only,2018-06-15,2018-06-14,385735,2,2018-06-18,2018
Triggers_only,2018-06-19,2018-06-18,385735,1,2018-06-19,2018
Triggers_only,2018-06-20,2018-06-19,385735,1,2018-06-20,2018
Triggers_only,2018-06-21,2018-06-20,385735,1,2018-06-21,2018
Triggers_only,2018-06-22,2018-06-21,385735,1,2018-06-22,2018
Triggers_only,2018-06-25,2018-06-22,385735,1,2018-06-25,2018
Triggers_only,2018-06-26,2018-06-25,385735,4,2018-06-29,2018
Triggers_only,2018-07-02,2018-06-29,385735,1,2018-07-02,2018
Triggers_only,2018-07-03,2018-07-02,385735,2,2018-07-04,2018
Triggers_only,2018-07-05,2018-07-04,565766,1,2018-07-05,2018
Triggers_only,2018-07-06,2018-07-05,565766,2,2018-07-09,2018
Triggers_only,2018-07-10,2018-07-09,565766,11,2018-07-24,2018
Triggers_only,2018-07-25,2018-07-24,385735,9,2018-08-06,2018
Triggers_only,2018-08-07,2018-08-06,385735,1,2018-08-07,2018
Triggers_only,2018-08-08,2018-08-07,385735,6,2018-08-15,2018
Triggers_only,2018-08-16,2018-08-15,374583,1,2018-08-16,2018
Triggers_only,2018-08-17,2018-08-16,374583,1,2018-08-17,2018
Triggers_only,2018-08-20,2018-08-17,374583,1,2018-08-20,2018
Triggers_only,2018-08-21,2018-08-20,374583,10,2018-09-03,2018
Triggers_only,2018-09-04,2018-09-03,550343,2,2018-09-05,2018
Triggers_only,2018-09-06,2018-09-05,965409,12,2018-09-21,2018
Triggers_only,2018-09-24,2018-09-21,785634,6,2018-09-29,2018
Triggers_only,2018-09-30,2018-09-29,785634,4,2018-10-03,2018
Triggers_only,2018-10-04,2018-10-03,741131,1,2018-10-04,2018
Triggers_only,2018-10-05,2018-10-04,741131,5,2018-10-11,2018
Triggers_only,2018-10-12,2018-10-11,550343,1,2018-10-12,2018
Triggers_only,2018-10-15,2018-10-12,550343,1,2018-10-15,2018
Triggers_only,2018-10-16,2018-10-15,550343,4,2018-10-19,2018
Triggers_only,2018-10-22,2018-10-19,550343,7,2018-10-30,2018
Triggers_only,2018-10-31,2018-10-30,741131,2,2018-11-01,2018
Triggers_only,2018-11-02,2018-11-01,741131,33,2018-12-18,2018
Triggers_only,2018-12-19,2018-12-18,374583,1,2018-12-19,2018
Triggers_only,2018-12-20,2018-12-19,374583,8,2018-12-29,2018
Triggers_only,2018-12-30,2018-12-29,374583,1,2018-12-30,2018
Triggers_only,2018-12-31,2018-12-30,374583,1,2018-12-31,2018
Features_and_triggers,2018-01-01,,965409,2,2018-01-02,2018
Features_and_triggers,2018-01-03,2018-01-02,965409,15,2018-01-23,2018
Features_and_triggers,2018-01-24,2018-01-23,374583,1,2018-01-24,2018
Features_and_triggers,2018-01-25,2018-01-24,374583,10,2018-02-07,2018
Features_and_triggers,2018-02-08,2018-02-07,42716,2,2018-02-09,2018
Features_and_triggers,2018-02-11,2018-02-09,42716,1,2018-02-11,2018
Features_and_triggers,2018-02-12,2018-02-11,42716,3,2018-02-14,2018
Features_and_triggers,2018-02-15,2018-02-14,798291,17,2018-03-08,2018
Features_and_triggers,2018-03-09,2018-03-08,798291,1,2018-03-09,2018
Features_and_triggers,2018-03-12,2018-03-09,385735,7,2018-03-20,2018
Features_and_triggers,2018-03-21,2018-03-20,385735,1,2018-03-21,2018
Features_and_triggers,2018-03-22,2018-03-21,42716,1,2018-03-22,2018
Features_and_triggers,2018-03-23,2018-03-22,42716,3,2018-03-27,2018
Features_and_triggers,2018-03-28,2018-03-27,385735,17,2018-04-18,2018
Features_and_triggers,2018-04-19,2018-04-18,385735,1,2018-04-19,2018
Features_and_triggers,2018-04-20,2018-04-19,385735,34,2018-06-05,2018
Features_and_triggers,2018-06-06,2018-06-05,385735,7,2018-06-14,2018
Features_and_triggers,2018-06-15,2018-06-14,385735,2,2018-06-18,2018
Features_and_triggers,2018-06-19,2018-06-18,385735,1,2018-06-19,2018
Features_and_triggers,2018-06-20,2018-06-19,385735,1,2018-06-20,2018
Features_and_triggers,2018-06-21,2018-06-20,385735,1,2018-06-21,2018
Features_and_triggers,2018-06-22,2018-06-21,385735,1,2018-06-22,2018
Features_and_triggers,2018-06-25,2018-06-22,385735,1,2018-06-25,2018
Features_and_triggers,2018-06-26,2018-06-25,385735,4,2018-06-29,2018
Features_and_triggers,2018-07-02,2018-06-29,385735,1,2018-07-02,2018
Features_and_triggers,2018-07-03,2018-07-02,385735,2,2018-07-04,2018
Features_and_triggers,2018-07-05,2018-07-04,565766,1,2018-07-05,2018
Features_and_triggers,2018-07-06,2018-07-05,565766,2,2018-07-09,2018
Features_and_triggers,2018-07-10,2018-07-09,565766,11,2018-07-24,2018
Features_and_triggers,2018-07-25,2018-07-24,385735,9,2018-08-06,2018
Features_and_triggers,2018-08-07,2018-08-06,385735,1,2018-08-07,2018
Features_and_triggers,2018-08-08,2018-08-07,385735,6,2018-08-15,2018
Features_and_triggers,2018-08-16,2018-08-15,374583,1,2018-08-16,2018
Features_and_triggers,2018-08-17,2018-08-16,374583,1,2018-08-17,2018
Features_and_triggers,2018-08-20,2018-08-17,374583,1,2018-08-20,2018
Features_and_triggers,2018-08-21,2018-08-20,374583,10,2018-09-03,2018
Features_and_triggers,2018-09-04,2018-09-03,550343,2,2018-09-05,2018
