,A_500,Dollar Index,cn_10y_rate,us_10y_rate,brent,Copper Futures Price,Gold Futures Price
2014-05-14,891.2605417773049,80.06999969482422,4.1704,2.54,109.87,3.16,819.2884427283639
2014-05-15,879.4938204751114,80.0,4.1915,2.5,109.74,3.1445,811.6333310099352
2014-05-16,878.524753668299,80.04000091552734,4.1919,2.52,110.9,3.147,811.5078675111581
2014-05-19,867.6018826754083,79.98999786376953,4.1708,2.54,110.84,3.167,811.7587945087123
2014-05-20,868.5077968139116,80.04000091552734,4.177,2.52,110.35,3.145,812.2608016949063
2014-05-21,876.2621460002584,80.0999984741211,4.177,2.54,111.32,3.123,808.182242242595
2014-05-22,875.2774724995536,80.25,4.177,2.56,110.89,3.142,812.5118052880031
2014-05-23,883.0024230299633,80.38999938964844,4.1574,2.54,110.19,3.1675,810.4411213893818
2014-05-26,885.0955347434041,80.3499984741211,4.1674,2.52,110.01,3.1775,794.0014200813598
2014-05-27,885.0955347434041,80.3499984741211,4.1574,2.52,109.81,3.1775,794.0014200813598
2014-05-28,895.6180758906341,80.56999969482422,4.1457,2.44,109.09,3.1735,790.1738642221454
2014-05-29,889.3264005737456,80.48999786376953,4.1159,2.45,109.98,3.1415,788.2914521672326
2014-05-30,890.6903530306747,80.37000274658203,4.0714,2.48,109.21,3.1205,781.5774698807178
2014-06-02,888.2767596728838,80.63999938964844,4.0214,2.54,109.34,3.168,780.7618039475811
2014-06-03,888.2767596728838,80.55000305175781,4.0214,2.6,108.87,3.135,780.7618039475811
2014-06-04,880.1184511771802,80.66999816894531,4.0114,2.61,109.07,3.091,780.5735321038727
2014-06-05,890.3125258599288,80.37000274658203,4.0314,2.59,108.43,3.0895,786.2207682686114
2014-06-06,884.4905031452932,80.41000366210938,4.0614,2.6,109.21,3.0505,785.656029333029
2014-06-09,882.1171968345269,80.6500015258789,4.0714,2.62,110.55,3.042,786.5345036110969
2014-06-10,893.521697659867,80.81999969482422,4.0614,2.64,109.18,3.052,790.4875995646308
2014-06-11,894.9716684063897,80.79000091552734,4.0614,2.65,109.83,3.04,791.1150702496019
2014-06-12,892.5061737177467,80.58000183105469,4.064,2.58,112.18,3.0175,799.1466490599046
2014-06-13,902.5532551208101,80.58000183105469,4.084,2.6,113.15,3.029,799.2093808092932
2014-06-16,908.9915607710142,80.47000122070312,4.064,2.61,113.42,3.047,799.9623915885838
2014-06-17,899.6990448703339,80.62999725341797,4.054,2.66,114.02,3.0605,797.9544394393513
2014-06-18,894.6813113107155,80.58000183105469,4.054,2.61,114.25,3.061,798.3937148761565
2014-06-19,878.5871804438689,80.31999969482422,4.0408,2.64,115.19,3.0755,824.3082082081315
2014-06-20,883.6172541800534,80.37000274658203,4.0515,2.63,114.55,3.1145,825.8768849205588
2014-06-23,884.979028958765,80.26000213623047,4.0515,2.63,113.62,3.1435,827.0063627917236
2014-06-24,889.7633880027353,80.33000183105469,4.0515,2.59,113.74,3.1455,828.826043097248
2014-06-25,884.3845228053722,80.22000122070312,4.0557,2.57,112.84,3.1655,829.6417090303847
2014-06-26,892.1624635057425,80.2300033569336,4.0472,2.53,112.61,3.1685,825.8141531711703
2014-06-27,893.6872012044012,80.04000091552734,4.0485,2.54,112.62,3.168,827.6338334766946
2014-06-30,900.5690273182474,79.77999877929688,4.0612,2.53,111.03,3.2035,829.3907820328303
2014-07-01,901.4898222579038,79.81999969482422,4.0812,2.58,110.84,3.204,832.2771318645883
2014-07-02,905.1007756889811,79.95999908447266,4.1212,2.64,110.18,3.265,834.9752098526378
2014-07-03,909.7446744879189,80.20999908447266,4.1503,2.65,108.98,3.2795,828.5123077547624
2014-07-04,906.250226841481,80.22000122070312,4.1747,2.63,108.7,3.261,826.0651567642673
2014-07-07,906.250226841481,80.22000122070312,4.1212,2.63,108.7,3.261,826.0651567642673
2014-07-08,909.3871723138702,80.18000030517578,4.1162,2.58,107.65,3.257,825.7514214217819
2014-07-09,895.8224146967148,79.98999786376953,4.1276,2.57,106.84,3.248,830.6457234027723
2014-07-10,892.9972401558056,80.12999725341797,4.1298,2.55,106.2,3.267,839.9949753324055
2014-07-11,895.8899227214589,80.19000244140625,4.1198,2.53,105.77,3.269,838.9283058061719
2014-07-14,905.956240282111,80.19000244140625,4.1298,2.55,104.73,3.249,819.6649864157805
2014-07-15,906.4861419817162,80.38999938964844,4.1571,2.56,104.73,3.2495,813.766746657945
2014-07-16,902.1307855466046,80.55999755859375,4.2171,2.55,105.41,3.2145,815.4608868691495
2014-07-17,896.0311088592306,80.5199966430664,4.267,2.47,106.04,3.2205,826.1906202630445
2014-07-18,897.7097358185965,80.5199966430664,4.3019,2.5,106.03,3.1845,821.4845901257622
2014-07-21,898.4134888292366,80.55999755859375,4.3017,2.49,105.71,3.199,824.3082082081315
2014-07-22,909.7922204623355,80.77999877929688,4.2717,2.48,106.48,3.208,819.5394463214608
2014-07-23,908.6173630639641,80.80999755859375,4.2967,2.48,106.85,3.207,818.5355085446157
2014-07-24,918.5334208276047,80.87000274658203,4.2967,2.52,105.78,3.2665,809.8136507044109
2014-07-25,927.7758501292815,81.02999877929688,4.2711,2.48,106.89,3.2405,817.657034266548
2014-07-28,951.017483852516,81.02999877929688,4.2713,2.5,106.7,3.2435,817.7825743608677
2014-07-29,955.8167236976395,81.20999908447266,4.2805,2.47,106.98,3.219,814.6452209360128
2014-07-30,953.9598900708035,81.41999816894531,4.2905,2.57,106.47,3.246,812.5118052880031
2014-07-31,963.8650594433565,81.45999908447266,4.2655,2.58,104.94,3.236,803.9782192915065
2014-08-01,955.667552739737,81.30000305175781,4.2569,2.52,103.45,3.2205,811.6960627593238
2014-08-04,972.341308958823,81.33000183105469,4.253,2.51,103.63,3.25,807.9939703988866
2014-08-05,972.7006258647198,81.5199966430664,4.2576,2.49,102.82,3.2105,805.6723595027111
2014-08-06,971.8643974291783,81.44000244140625,4.2463,2.49,104.17,3.171,819.9159134133348
2014-08-07,958.5562428953248,81.5199966430664,4.2563,2.43,104.02,3.1815,822.4886044981498
2014-08-08,961.7940874584607,81.38999938964844,4.2712,2.44,103.36,3.1795,821.2963948775965
2014-08-11,976.0934485276717,81.47000122070312,4.2815,2.44,103.47,3.1805,821.0453912844996
2014-08-12,974.2547622193154,81.5,4.2815,2.46,101.68,3.162,821.2336631282079
2014-08-13,973.019292777222,81.5999984741211,4.255,2.43,102.27,3.1215,823.7435458680917
2014-08-14,965.0497163937067,81.58999633789062,4.21,2.4,101.15,3.101,824.4337483024514
2014-08-15,974.8910072052113,81.41999816894531,4.2002,2.34,101.13,3.113,818.5355085446157
2014-08-18,983.2028420152525,81.58000183105469,4.2153,2.39,99.37,3.12,814.2686772485962
2014-08-19,984.2862369284865,81.87999725341797,4.2422,2.4,99.74,3.102,812.6372687867802
2014-08-20,980.7801749982216,82.25,4.2523,2.43,99.92,3.1845,811.5705992605466
2014-08-21,978.2217660389631,82.1500015258789,4.2512,2.41,100.28,3.183,799.2093808092932
2014-08-22,983.0707295367207,82.33999633789062,4.256,2.4,100.09,3.212,802.2840024847594
2014-08-25,973.814871219369,82.55000305175781,4.2524,2.39,100.49,3.226,801.4683365516228
2014-08-26,963.6643501009717,82.6500015258789,4.2462,2.39,100.5,3.1975,805.546896003934
2014-08-27,966.3973362640043,82.43000030517578,4.231,2.37,100.4,3.1855,804.3546863833806
2014-08-28,958.666578591681,82.4800033569336,4.2254,2.34,100.71,3.144,808.6214410838576
2014-08-29,970.4282186447002,82.75,4.2361,2.35,101.12,3.153,806.8018373738759
2014-09-01,993.7947059190744,82.98999786376953,4.2405,2.42,100.21,3.15,792.9346739595836
2014-09-02,993.7947059190744,82.98999786376953,4.249,2.42,100.21,3.15,792.9346739595836
2014-09-03,1002.7072169707916,82.87000274658203,4.264,2.41,100.88,3.1245,796.1975674787582
2014-09-04,1010.3109434137574,83.81999969482422,4.2814,2.45,101.21,3.1485,793.8131482376515
2014-09-05,1018.7951777493549,83.76000213623047,4.2928,2.46,99.51,3.167,794.2524236744567
2014-09-08,1019.9188597096138,84.2300033569336,4.2868,2.48,99.53,3.1655,782.3304806600084
2014-09-09,1019.9188597096138,84.27999877929688,4.2868,2.5,98.08,3.0995,782.3304806600084
2014-09-10,1016.8871686844066,84.25,4.2934,2.54,96.26,3.1085,780.2597967613873
2014-09-11,1013.9549249644675,84.30000305175781,4.2937,2.54,96.42,3.0905,776.4322409021729
2014-09-12,1021.3713710807235,84.23999786376953,4.2793,2.62,96.31,3.105,771.7262107648908
2014-09-15,1022.1618682736964,84.26000213623047,4.2597,2.6,96.43,3.0845,774.0478216610662
2014-09-16,998.8378457245642,84.06999969482422,4.2634,2.6,97.39,3.1635,775.0517594379113
2014-09-17,1004.0882279070916,84.69999694824219,4.2008,2.62,97.7,3.142,774.5498288472601
2014-09-18,1008.3572031062403,84.31999969482422,4.1438,2.63,96.82,3.0935,769.0907879306872
2014-09-19,1015.6237523718545,84.80000305175781,4.031,2.59,96.75,3.091,762.5651540834233
2014-09-22,997.2100312569414,84.66999816894531,4.011,2.57,95.37,3.038,763.5063601108797
2014-09-23,1006.7239444430734,84.66000366210938,3.9911,2.54,94.87,3.0345,766.1417063495408
2014-09-24,1022.0787535550597,85.05000305175781,4.0425,2.57,94.53,3.053,764.6357613865019
2014-09-25,1020.6494707516039,85.19999694824219,4.0025,2.52,95.2,3.03,766.2671698483178
2014-09-26,1021.7698861945363,85.63999938964844,4.0092,2.54,95.08,3.034,761.8121433041326
2014-09-28,1027.2961076179538,85.58999633789062,4.0227,2.5,95.7,3.0565,763.9455589521423
2014-09-29,1027.2961076179538,85.58999633789062,3.9925,2.5,95.7,3.0565,763.9455589521423
2014-09-30,1030.493665134065,85.94000244140625,3.9824,2.52,94.67,3.0075,759.5532641573456
2014-10-01,1043.5052924839615,85.97000122070312,3.993,2.42,94.57,3.036,756.2904472337136
2014-10-02,1043.5052924839615,85.5999984741211,3.993,2.44,91.29,2.9985,756.2904472337136
2014-10-03,1043.5052924839615,86.69000244140625,3.993,2.43,90.8,2.9985,756.2904472337136
2014-10-06,1043.5052924839615,85.70999908447266,3.993,2.43,90.65,3.0355,756.2904472337136
2014-10-07,1043.5052924839615,85.66999816894531,3.993,2.36,90.9,3.039,756.2904472337136
2014-10-08,1043.5052924839615,85.30000305175781,3.993,2.35,90.25,3.0035,756.2904472337136
2014-10-09,1046.0949148310049,85.5199966430664,4.0014,2.34,90.47,3.03,768.4005854963276
2014-10-10,1039.3691556560836,85.91000366210938,4.0131,2.31,88.66,3.035,766.1417063495408
2014-10-11,1034.524547514761,85.43000030517578,3.9965,2.21,87.82,3.0405,771.3497436730166
2014-10-13,1034.524547514761,85.43000030517578,3.9953,2.21,87.82,3.0405,771.3497436730166
2014-10-14,1030.677315997079,85.81999969482422,3.9015,2.21,86.36,3.09,774.0478216610662
2014-10-15,1037.2618890342287,85.1500015258789,3.8215,2.15,84.02,3.009,780.6362638532613
2014-10-16,1027.637277205371,85.0,3.8116,2.17,84.02,2.9815,778.3773847064745
2014-10-17,1023.56647072402,85.19000244140625,3.811,2.22,85.27,3.0035,776.9969798377552
2014-10-20,1031.4638207799862,84.94999694824219,3.7441,2.2,84.42,2.988,780.5735321038727
2014-10-21,1022.0254004387294,85.30999755859375,3.7323,2.23,85.17,3.028,784.9658268986694
2014-10-22,1015.7344510145803,85.73999786376953,3.7929,2.25,86.38,3.0175,781.0755392900666
2014-10-23,1005.0863304234714,85.83999633789062,3.8108,2.29,85.94,3.04,770.8477364868229
2014-10-24,1004.2170738682969,85.7300033569336,3.8013,2.29,86.0,3.041,772.5418766980274
2014-10-27,1000.7679945180581,85.5,3.7756,2.27,85.64,3.064,771.2242035786969
2014-10-28,1021.0889988051806,85.41000366210938,3.7424,2.3,85.57,3.093,771.2869353280855
2014-10-29,1034.4886158241713,85.94999694824219,3.7176,2.34,86.91,3.1045,768.2123902481619
2014-10-30,1040.5835742087406,86.1500015258789,3.7688,2.32,85.5,3.061,751.7726123445973
2014-10-31,1050.7515167528784,86.87999725341797,3.7559,2.35,84.17,3.047,734.8309038503813
2014-11-03,1055.1540562160374,87.30999755859375,3.7007,2.36,84.9,3.0655,733.7642343241478
2014-11-04,1053.1752726090183,86.9800033569336,3.6412,2.35,82.12,3.0185,732.5092929542059
2014-11-05,1048.624288080696,87.44000244140625,3.6117,2.36,82.88,3.0075,718.7049378848446
2014-11-06,1051.3921170952094,88.01000213623047,3.6223,2.39,82.08,3.016,716.7597940805432
2014-11-07,1045.8357711231158,87.63999938964844,3.5631,2.32,83.2,3.037,733.8896978229249
2014-11-10,1067.2343631815588,87.80999755859375,3.5132,2.38,82.9,3.0205,727.6149909732154
2014-11-11,1055.6821431837946,87.52999877929688,3.4981,2.37,80.94,3.035,729.622943122448
2014-11-12,1069.9662605054828,87.81999969482422,3.556,2.37,80.42,3.026,727.1757921319527
2014-11-13,1062.5567103702488,87.66999816894531,3.5924,2.35,77.74,2.9955,728.5561970006718
2014-11-14,1063.1483129526848,87.52999877929688,3.6466,2.32,77.51,3.0445,743.5527616905862
2014-11-17,1061.9549452894641,87.93000030517578,3.6609,2.34,76.86,3.038,742.2978203206443
2014-11-18,1054.8455518018836,87.58000183105469,3.607,2.32,77.23,3.001,750.8941380665294
2014-11-19,1055.139175414884,87.6500015258789,3.6154,2.36,77.21,3.042,748.948994262228
2014-11-20,1053.471436846606,87.58999633789062,3.6521,2.34,77.61,3.0195,747.1293139567035
2014-11-21,1068.2985219372044,88.30999755859375,3.6514,2.31,79.2,3.0335,751.3961452527232
2014-11-24,1088.9781172374844,88.1500015258789,3.4767,2.3,79.62,3.008,750.1412038827813
2014-11-25,1105.4751185745788,87.91999816894531,3.5216,2.27,77.62,2.9735,751.1451416596263
2014-11-26,1115.6546754025437,87.61000061035156,3.5228,2.24,77.39,2.963,750.8314063171407
2014-11-27,1139.9415946702052,88.36000061035156,3.5243,2.18,71.89,2.856,737.4035183396538
2014-11-28,1139.9415946702052,88.36000061035156,3.5249,2.18,71.89,2.856,737.4035183396538
2014-12-01,1141.2852221304372,87.94999694824219,3.5145,2.22,70.87,2.9105,764.2592942946278
2014-12-02,1173.080775892231,88.6500015258789,3.5553,2.28,71.13,2.9025,752.4628147789567
2014-12-03,1190.093161074147,88.95999908447266,3.6238,2.29,70.13,2.881,758.2983227874038
2014-12-04,1233.9893467981597,88.69999694824219,3.6633,2.25,68.48,2.9235,757.6708521024328
2014-12-05,1229.8546617557604,89.33000183105469,3.7759,2.31,68.0,2.9135,746.7528468648296
2014-12-08,1269.555913340021,89.04000091552734,3.7918,2.26,65.64,2.8955,749.6391966965874
2014-12-09,1217.1635160502144,88.69000244140625,3.7532,2.22,66.11,2.9355,772.7301485417357
2014-12-10,1266.542006686924,88.2699966430664,3.7111,2.18,63.32,2.9025,771.0987400799197
2014-12-11,1262.6475921411948,88.66000366210938,3.7282,2.19,63.65,2.9305,768.7143208388131
2014-12-12,1266.926003945953,88.36000061035156,3.7513,2.1,61.67,2.9415,766.7691770345116
2014-12-15,1279.4723340500313,88.45999908447266,3.7815,2.12,61.09,2.8875,757.4825802587244
2014-12-16,1301.0371555457477,88.12999725341797,3.7522,2.07,60.26,2.867,749.1372661059362
2014-12-17,1313.8389998940197,89.12999725341797,3.7377,2.14,59.84,2.877,749.3882696990331
2014-12-18,1317.9421086022644,89.23999786376953,3.7614,2.22,58.81,2.86,749.6391966965874
2014-12-19,1331.1308537805219,89.5999984741211,3.7106,2.17,58.87,2.8925,750.3922074758782
2014-12-22,1324.2228955280652,89.7699966430664,3.703,2.17,58.31,2.881,740.2271364220231
2014-12-23,1294.548037403801,90.05999755859375,3.6604,2.26,59.07,2.8755,739.0977351464009
2014-12-24,1272.3063209287943,89.97000122070312,3.5975,2.27,58.67,2.8635,736.3368488134201
2014-12-25,1340.4865223495115,90.02999877929688,3.6305,2.25,58.72,2.8235,750.0157403840041
2014-12-26,1340.4865223495115,90.02999877929688,3.6339,2.25,58.72,2.8235,750.0157403840041
2014-12-29,1340.77288703512,90.19000244140625,3.6213,2.22,57.86,2.8295,741.4820777919649
2014-12-30,1335.342483453275,89.98999786376953,3.6213,2.2,55.6,2.854,753.0902854639278
2014-12-31,1359.6479129857855,90.2699966430664,3.6219,2.17,55.27,2.8255,742.8625592562266
2015-01-01,1400.080864451145,91.08000183105469,3.6285,2.04,55.38,2.8175,755.4119729556458
2015-01-02,1400.080864451145,91.08000183105469,3.6285,2.04,55.38,2.8175,755.4119729556458
2015-01-04,1400.080864451145,91.37999725341797,3.6285,2.04,51.08,2.766,755.4119729556458
2015-01-05,1400.080864451145,91.37999725341797,3.6251,2.04,51.08,2.766,755.4119729556458
2015-01-06,1409.8343222412082,91.5,3.6353,1.97,50.12,2.767,765.0750368233072
2015-01-07,1408.6398657388788,91.88999938964844,3.6408,1.96,49.06,2.7585,759.6159959067343
2015-01-08,1382.747997624879,92.37000274658203,3.6415,2.03,49.43,2.7695,758.2355910380152
2015-01-09,1377.854028777292,91.94000244140625,3.6348,1.98,47.64,2.7545,763.0043529246859
2015-01-12,1365.5069562301196,91.9800033569336,3.6371,1.92,46.9,2.7255,773.4830827254839
2015-01-13,1372.1122172103362,92.30999755859375,3.5836,1.91,45.13,2.644,774.4870970978715
2015-01-14,1364.6935934158623,92.16000366210938,3.5411,1.86,45.82,2.5055,774.5498288472601
2015-01-15,1397.7115505504446,92.3499984741211,3.5464,1.77,47.66,2.558,793.5621446445546
2015-01-16,1414.1875009981025,92.5199966430664,3.5017,1.83,47.38,2.617,801.2173329585258
2015-01-19,1345.260718895133,93.05000305175781,3.475,1.82,46.49,2.594,812.0725298511978
2015-01-20,1345.260718895133,93.05000305175781,3.4711,1.82,46.49,2.594,812.0725298511978
2015-01-21,1397.6465831502874,92.9000015258789,3.4672,1.87,46.5,2.6125,811.7587945087123
2015-01-22,1407.3005936350821,94.23999786376953,3.4521,1.9,46.09,2.5785,816.1510893035091
2015-01-23,1403.3604478467842,95.0,3.452,1.81,46.69,2.5015,811.0685920743528
2015-01-26,1420.4936941697747,94.80000305175781,3.4341,1.83,46.07,2.543,802.7860096709533
2015-01-27,1412.7916092606492,94.0199966430664,3.4309,1.83,46.55,2.4625,810.5038531387705
2015-01-28,1394.8381041423797,94.47000122070312,3.4767,1.73,47.07,2.4795,806.8645691232645
2015-01-29,1379.3914695988863,94.77999877929688,3.4966,1.77,46.61,2.4545,787.2247060454564
2015-01-30,1359.2602862630608,94.80000305175781,3.5019,1.68,47.52,2.4955,802.2212707353708
2015-02-02,1333.81447923729,94.5,3.4729,1.68,51.74,2.4925,800.7780575217206
2015-02-03,1366.0259695386371,93.5999984741211,3.4533,1.79,54.41,2.583,790.4247912196997
2015-02-04,1354.0810415689737,93.98999786376953,3.4589,1.81,55.07,2.5915,792.9974823045147
2015-02-05,1341.1013534996014,94.69999694824219,3.4018,1.83,55.98,2.596,791.86800443335
2015-02-06,1317.6248934752407,94.69999694824219,3.4325,1.95,55.88,2.588,774.2360935047747
2015-02-09,1323.3013746956694,94.44999694824219,3.4236,1.96,57.0,2.584,778.5656565501828
2015-02-10,1347.3839551572503,94.76000213623047,3.4299,2.01,55.79,2.557,772.7928802911243
2015-02-11,1360.9291136704476,94.98999786376953,3.3955,2.0,53.48,2.544,764.8867649795988
2015-02-12,1366.4985257118467,94.08999633789062,3.3865,1.99,56.23,2.6045,765.5769674139583
2015-02-13,1379.2506464074843,94.19999694824219,3.3552,2.02,60.33,2.611,769.5927951168809
2015-02-15,1406.5837745551366,94.05999755859375,3.3625,2.14,61.57,2.586,758.0473191943067
2015-02-16,1406.5837745551366,94.05999755859375,3.3374,2.14,61.57,2.586,758.0473191943067
2015-02-17,1406.5837745551366,94.05999755859375,3.3373,2.14,60.78,2.586,758.0473191943067
2015-02-18,1392.8154040246397,94.19999694824219,3.349,2.07,60.72,2.6165,753.5922926501215
2015-02-19,1392.8154040246397,94.4000015258789,3.349,2.11,58.78,2.623,753.5922926501215
2015-02-20,1392.8154040246397,94.25,3.349,2.13,60.99,2.598,753.5922926501215
2015-02-23,1392.8154040246397,94.56999969482422,3.349,2.06,59.78,2.594,753.5922926501215
2015-02-24,1392.8154040246397,94.48999786376953,3.349,1.99,60.33,2.648,753.5922926501215
2015-02-25,1392.8154040246397,94.20999908447266,3.349,1.96,59.77,2.657,753.5922926501215
2015-02-26,1419.816073297745,95.29000091552734,3.3594,2.03,61.39,2.6945,758.9885252217633
2015-02-27,1426.5951855889964,95.25,3.3745,2.0,61.89,2.6915,760.870937276676
2015-02-28,1441.9743121077456,95.45999908447266,3.3602,2.08,60.75,2.6975,757.7963156012098
2015-03-02,1441.9743121077456,95.45999908447266,3.3883,2.08,60.75,2.6975,757.7963156012098
2015-03-03,1412.4587874397328,95.37999725341797,3.4022,2.12,61.18,2.6565,755.4747047050345
2015-03-04,1425.1963902805867,95.97000122070312,3.3869,2.12,59.18,2.6595,753.3412890570246
2015-03-05,1412.9146480799411,96.37999725341797,3.4369,2.11,60.33,2.6525,750.3922074758782
2015-03-06,1402.0360565441408,97.62000274658203,3.4753,2.24,59.15,2.609,730.4386090555847
2015-03-09,1428.0360826762794,97.58999633789062,3.4922,2.2,58.67,2.6705,731.8818222692348
2015-03-10,1428.447300913028,98.62000274658203,3.5228,2.14,55.95,2.624,727.9287263157008
2015-03-11,1428.900620928649,99.80000305175781,3.4466,2.11,56.46,2.606,722.0304865578653
2015-03-12,1448.5033543503475,99.1500015258789,3.4412,2.1,56.66,2.6585,722.9089608359332
2015-03-13,1462.268821309888,100.33000183105469,3.4879,2.13,54.8,2.6635,723.2226961784186
2015-03-16,1501.477917616981,99.5999984741211,3.5301,2.1,52.0,2.6675,723.6619716152238
2015-03-17,1520.8229591162692,99.58999633789062,3.5428,2.06,52.17,2.633,720.5246181903691
2015-03-18,1554.9344736624334,98.55000305175781,3.5519,1.93,52.59,2.5705,722.4697619946705
2015-03-19,1556.1681283726791,99.0999984741211,3.5348,1.98,52.96,2.66,733.5759624804394
2015-03-20,1572.7369930909526,97.91000366210938,3.4958,1.93,53.88,2.761,743.427298191809
2015-03-23,1607.8034195355156,97.02999877929688,3.4933,1.92,53.82,2.7895,745.435173745499
2015-03-24,1614.447878723648,97.19000244140625,3.4841,1.88,53.61,2.803,747.7567846416746
2015-03-25,1608.5525408423548,96.9800033569336,3.5037,1.93,54.18,2.792,751.270681753946
2015-03-26,1606.5000791223088,97.44000244140625,3.544,2.01,57.02,2.811,756.1649071393939
2015-03-27,1615.7004066451125,97.29000091552734,3.5678,1.95,56.44,2.7675,752.8393584663734
2015-03-30,1653.912126328565,97.9800033569336,3.5849,1.96,53.99,2.7825,743.427298191809
2015-03-31,1643.4560043669705,98.36000061035156,3.6483,1.94,53.69,2.741,742.3605520700328
2015-04-01,1675.9876133662985,98.19000244140625,3.5997,1.87,55.73,2.75,758.0473191943067
2015-04-02,1685.2445605227588,97.44000244140625,3.5438,1.92,55.73,2.736,753.529560900733
2015-04-03,1740.4559622651918,97.11000061035156,3.572,1.85,55.73,2.736,759.6159959067343
2015-04-06,1740.4559622651918,97.11000061035156,3.5987,1.92,55.73,2.719,759.6159959067343
2015-04-07,1740.4559622651918,97.83000183105469,3.5987,1.89,57.55,2.7645,759.6159959067343
2015-04-08,1740.8479443443518,98.06999969482422,3.6938,1.92,56.42,2.7335,754.909965769452
2015-04-09,1723.8054346137596,99.16000366210938,3.704,1.97,56.04,2.7305,748.948994262228
2015-04-10,1761.8407623615904,99.38999938964844,3.6947,1.96,56.82,2.7365,755.8511717969084
2015-04-13,1797.2117008102416,99.48999786376953,3.6685,1.94,57.14,2.721,752.525623123888
2015-04-14,1803.3139181222027,98.76000213623047,3.6211,1.9,57.69,2.7025,748.4470636715766
2015-04-15,1770.464005156742,98.33000183105469,3.5954,1.91,59.32,2.7125,753.9060279926069
2015-04-16,1821.2325803889912,97.41999816894531,3.56,1.9,60.13,2.772,751.7098805952086
2015-04-17,1853.6756304741386,97.5199966430664,3.5627,1.87,61.31,2.7725,754.7845022706748
2015-04-20,1831.035761831689,97.94000244140625,3.4554,1.9,61.2,2.733,748.8862625128393
2015-04-21,1873.8449231787713,97.9800033569336,3.4055,1.92,60.12,2.705,754.7845022706748
2015-04-22,1919.550759501573,98.0199966430664,3.4052,1.99,60.12,2.6735,744.7449713111395
2015-04-23,1925.3118072261168,97.27999877929688,3.4151,1.96,62.66,2.7,749.4510014484217
2015-04-24,1919.724610812608,96.91999816894531,3.4454,1.93,62.96,2.752,737.4035183396538
2015-04-27,1961.174538005566,96.7699966430664,3.3952,1.94,62.86,2.775,755.0355058637717
2015-04-28,1927.1523082663211,96.08999633789062,3.3804,2.0,62.61,2.784,761.7494115547439
2015-04-29,1948.51896104424,95.12000274658203,3.4,2.06,63.97,2.799,759.1140653160829
2015-04-30,1945.2673245190597,94.5999984741211,3.3503,2.05,63.9,2.8865,741.9213532287702
2015-05-01,1961.804612903179,95.30000305175781,3.3804,2.12,64.13,2.9295,744.682239561751
2015-05-04,1961.804612903179,95.4800033569336,3.3804,2.16,64.62,2.9205,744.682239561751
2015-05-05,1884.8490941584507,95.12999725341797,3.4006,2.19,65.44,2.935,748.6979906691311
2015-05-06,1867.2545429997083,94.12999725341797,3.456,2.25,66.22,2.926,746.8783869591493
2015-05-07,1825.374161412413,94.62000274658203,3.4401,2.18,64.93,2.918,741.9213532287702
2015-05-08,1873.7901182769629,94.79000091552734,3.3703,2.16,63.82,2.9205,746.1253761798587
2015-05-11,1936.3696942684962,95.01000213623047,3.3752,2.28,62.82,2.903,742.4232838194215
2015-05-12,1966.8753366327576,94.52999877929688,3.4002,2.28,65.09,2.9315,748.3215235772569
2015-05-13,1959.7826386781783,93.62000274658203,3.4002,2.27,66.33,2.929,764.5102978877247
2015-05-14,1951.1299972270897,93.36000061035156,3.3803,2.23,65.58,2.9235,768.9025926825215
2015-05-15,1924.6120466255422,93.13999938964844,3.3907,2.14,64.69,2.9245,768.9653244319101
2015-05-18,1925.4239576543212,94.19000244140625,3.4109,2.23,65.15,2.9065,770.4085376455603
2015-05-19,1981.056014239112,95.2699966430664,3.4311,2.27,63.48,2.8375,757.2943850105587
2015-05-20,2000.8485686121076,95.44999694824219,3.4282,2.26,63.52,2.829,758.5493263805007
2015-05-21,2047.1627030503462,95.26000213623047,3.4257,2.19,64.7,2.8485,755.7257082981314
2015-05-22,2087.2283527896784,96.01000213623047,3.416,2.21,64.7,2.811,755.6629765487427
2015-05-25,2197.2403009841655,97.30000305175781,3.431,2.14,61.65,2.778,744.9331665593052
2015-05-26,2197.2403009841655,97.30000305175781,3.5214,2.14,61.65,2.778,744.9331665593052
2015-05-27,2194.5733710603986,97.37000274658203,3.5055,2.14,61.35,2.7685,744.1175006261685
2015-05-28,2053.6953747566445,96.97000122070312,3.5652,2.13,60.12,2.772,745.4979054948876
2015-05-29,2064.360553827124,96.91000366210938,3.5954,2.12,63.16,2.733,746.3136480235669
2015-06-01,2165.5496387231838,97.38999938964844,3.6404,2.19,62.87,2.725,745.6234455892073
2015-06-02,2215.9149805388156,95.83999633789062,3.588,2.27,63.14,2.74,749.2627296047134
2015-06-03,2213.6451139433834,95.47000122070312,3.6111,2.38,62.78,2.73,743.3644898468779
2015-06-04,2220.1665343122236,95.45999908447266,3.5912,2.31,60.34,2.691,737.215323091488
2015-06-05,2241.587991991951,96.30999755859375,3.5814,2.41,60.36,2.696,732.7602965473027
2015-06-08,2267.8467988856096,95.30000305175781,3.5613,2.39,61.33,2.7005,736.1485769697118
2015-06-09,2257.7093438365173,95.16999816894531,3.5565,2.42,63.23,2.718,738.7212680545268
2015-06-10,2267.568419020132,94.6500015258789,3.5912,2.5,64.68,2.752,744.2429641249457
2015-06-11,2275.8973123095434,94.9800033569336,3.6197,2.39,63.76,2.674,740.3526765163429
